Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HFKC,AFKC,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSCH,PSCD,PSCA
N1,19/08/18,FC Emmen,AZ Alkmaar,1,4,A,1,3,A,14,16,7,8,10,15,6,3,0,1,0,0,4.75,4,1.66,5.25,3.9,1.67,4.7,4.05,1.6,4.6,3.9,1.61,5.25,4.19,1.64,4.5,4,1.62,4.8,4.2,1.65,41,5.25,4.86,4.26,4.02,1.69,1.63,36,1.6,1.56,2.48,2.36,19,0.75,2.1,2.03,1.86,1.82,6.66,4.78,1.51
N1,19/08/18,Feyenoord,Excelsior,3,0,H,1,0,H,23,9,6,2,14,8,10,1,0,0,0,0,1.28,5.25,10,1.26,6,11.5,1.26,5.6,9.4,1.25,5.5,11,1.26,6.08,12.03,1.22,6,9.5,1.25,6,12,41,1.29,1.26,6.1,5.64,12.03,10.35,35,1.52,1.48,2.68,2.56,19,-1.75,2.04,1.97,1.9,1.86,1.23,7,13.23
N1,19/08/18,Heerenveen,Vitesse,1,1,D,1,0,H,7,20,3,4,17,15,1,8,3,2,0,0,2.1,3.4,3.4,2.1,3.6,3.4,2.15,3.45,3.05,2.15,3.4,3,2.24,3.49,3.25,2.15,3.4,3,2.2,3.6,3.13,41,2.28,2.17,3.63,3.48,3.4,3.13,35,1.67,1.64,2.28,2.2,19,-0.25,1.95,1.9,1.98,1.93,2.67,3.5,2.68
N1,19/08/18,Utrecht,Zwolle,2,0,H,2,0,H,7,17,2,4,8,14,6,10,2,1,1,0,1.66,4,4.75,1.67,4,5,1.6,4,4.75,1.61,3.8,4.8,1.64,4.22,5.18,1.57,4.2,4.6,1.62,4.1,5.2,41,1.7,1.64,4.22,4,5.2,4.81,36,1.67,1.63,2.28,2.21,19,-1,2.25,2.12,1.8,1.74,1.88,3.74,4.34
N1,24/08/18,Den Haag,For Sittard,3,1,H,2,0,H,12,14,6,3,10,13,14,10,5,1,0,0,1.9,3.5,4,1.87,3.7,4.1,1.85,3.6,3.8,1.87,3.5,3.8,1.89,3.77,4.15,1.85,3.7,3.6,1.9,3.8,3.8,42,1.94,1.87,3.8,3.67,4.2,3.91,38,1.72,1.67,2.27,2.18,20,-0.5,1.93,1.88,2.01,1.97,1.94,3.57,4.15
N1,25/08/18,Ajax,FC Emmen,5,0,H,2,0,H,22,6,10,2,10,9,11,1,0,1,0,0,1.1,9,21,1.11,9.5,23,1.1,8.5,18,1.12,8.5,23,1.12,9.73,22.3,1.08,9.5,17,1.11,10,21,39,1.13,1.11,10.5,9.3,25,20.34,33,1.3,1.27,3.95,3.58,20,-2.5,2.02,1.95,1.94,1.88,1.09,12.44,26.36
N1,25/08/18,Graafschap,Groningen,0,1,A,0,1,A,10,12,4,3,10,13,7,3,2,3,0,0,2.9,3.3,2.37,2.95,3.3,2.45,2.7,3.45,2.35,2.65,3.4,2.4,2.84,3.58,2.45,2.7,3.5,2.3,2.75,3.6,2.45,41,2.95,2.76,3.7,3.47,2.6,2.41,35,1.74,1.68,2.23,2.14,18,0,2.11,2.04,1.87,1.81,2.61,3.67,2.65
N1,25/08/18,NAC Breda,Excelsior,0,2,A,0,1,A,12,10,3,3,7,13,3,3,3,2,0,0,2,3.5,3.6,2.05,3.7,3.4,1.97,3.5,3.5,2,3.4,3.4,2,3.68,3.71,1.95,3.6,3.3,2,3.6,3.7,41,2.07,1.99,3.72,3.55,3.75,3.5,37,1.8,1.74,2.17,2.06,18,-0.5,2.05,2,1.9,1.85,1.99,3.73,3.79
N1,25/08/18,Zwolle,PSV Eindhoven,1,2,A,0,1,A,18,15,5,6,11,8,6,6,1,2,0,0,6,4.5,1.5,6,4.75,1.48,5.4,4.5,1.5,5.8,4.25,1.5,5.99,4.88,1.5,5.5,4.6,1.44,6,4.6,1.5,41,6.13,5.72,5,4.59,1.54,1.49,34,1.53,1.48,2.7,2.55,19,1.25,1.84,1.76,2.19,2.08,6.91,5.2,1.44
N1,26/08/18,AZ Alkmaar,Vitesse,0,0,D,0,0,D,18,13,3,3,13,14,6,4,3,3,0,0,1.66,4,4.75,1.72,4,4.5,1.67,4.2,4.15,1.67,3.9,4.33,1.7,4.56,4.27,1.62,4.33,4.2,1.67,4.33,4.5,41,1.74,1.68,4.56,4.2,4.75,4.29,35,1.47,1.43,2.85,2.71,19,-1,2.23,2.15,1.75,1.71,1.79,4.24,4.27
N1,26/08/18,Heerenveen,Feyenoord,3,5,A,0,3,A,13,13,5,6,8,8,5,4,0,0,0,0,4.33,4,1.7,4.2,4,1.78,4.1,3.95,1.7,4.2,3.75,1.73,4.05,4.44,1.76,4,4.2,1.67,4.4,4.1,1.73,41,4.4,4.1,4.44,4.05,1.85,1.74,35,1.64,1.59,2.41,2.28,19,0.75,1.96,1.9,1.98,1.94,4.43,3.89,1.82
N1,26/08/18,Utrecht,VVV Venlo,1,1,D,1,0,H,21,11,4,2,12,10,3,0,1,1,0,0,1.5,4.33,6,1.53,4.33,6,1.53,4.2,5.2,1.53,4,5.5,1.55,4.41,5.93,1.5,4.4,5,1.53,4.4,5.75,41,1.57,1.53,4.47,4.28,6,5.59,35,1.62,1.58,2.38,2.31,20,-1,1.95,1.9,2.02,1.94,1.51,4.4,6.81
N1,26/08/18,Willem II,Heracles,5,0,H,3,0,H,13,6,7,3,11,14,4,4,2,1,0,0,2.1,3.5,3.3,2.15,3.7,3.2,2.2,3.5,2.9,2.15,3.5,3,2.31,3.57,3.05,2.2,3.6,2.8,2.25,3.6,3.1,41,2.31,2.21,3.7,3.54,3.3,3,35,1.63,1.59,2.36,2.28,19,-0.25,2.01,1.95,1.94,1.88,2.21,3.74,3.2
